,prompt,response_2,tiempo_2,ram_mb_2,gpu_mb_2
0,"Write one simple geometry question about shape properties for a primary school student in the context of a classroom, without using a diagram. Make the situation realistic. Return one question only, written as plain text.","assistant

What is the name of the shape that has four right angles and four sides of equal length?",0.3641550540924072,2090.91,2692.0
1,"Write one moderate simple ratio question for a primary school student learning advanced topics in the context of a family picnic, using an equivalent-ratio situation described with words. Make all needed information explicit. Return only the question in plain text, with no answer or explanation.","assistant

What is the ratio of the number of sandwiches to the number of fruit in the fruit salad if 3/4 of the sandwiches are eaten and 3/5 of the fruit is eaten?",0.6627535820007324,2090.91,2692.0
2,"Make a single slightly challenging question comparing two groups with a ratio for a primary school student learning advanced topics in the context of a pet shelter, without fractions or decimals. Keep the question concise. Give only the question as plain text. Do not include the solution.","assistant

What is the main difference between the number of dogs and cats in the shelter that are adopted by families with children versus those that are adopted by families without children?",0.5622024536132812,2090.91,2692.0
3,"Prepare one basic question about the greatest common divisor for an upper elementary student in the context of a fruit shop, using numbers below 30. Use familiar vocabulary. Return one question only, written as plain text.","assistant

What is the greatest common divisor (GCD) of 12 and 18?",0.3411412239074707,2090.91,2692.0
4,"Write one basic division word problem for an elementary student in the context of a school cafeteria, using a dividend below 100. Keep the wording clear and age-appropriate. Return one question only, written as plain text.","assistant

Here's a division word problem for an elementary student:

""Tom has 48 cookies to package for the school bake sale. If he wants to put 6 cookies in each box, how many boxes can he fill?""",0.7232308387756348,2090.91,2692.0
5,"Prepare one slightly challenging question about the greatest common factor for a young learner ready for a challenge in the context of a classroom, with a GCD greater than one. Make the situation realistic. Output only the question in text form, without hints or an answer.","assistant

What is the greatest common factor of 24 and 36, given that the GCD of 24 and 36 is 12?",0.4901621341705322,2090.91,2692.0
6,"Create one moderate question about making equal groups for an upper elementary student in the context of a beach visit, using numbers below 50. Keep the question concise. Output only the question in text form, without hints or an answer.","assistant

What is the best way to divide the beach into equal groups for an upper elementary student to play a game?",0.41953110694885254,2090.91,2692.0
7,"Write a single simple geometry question about shape properties for an elementary student in the context of a bus trip, without using a diagram. Avoid unnecessary details. Use plain text only and provide no solution or explanation.","assistant

What is the name of the shape that a bus is shaped like when it is traveling on a straight road?",0.41945981979370117,2090.91,2692.0
8,"Make a single basic mixed-operation problem with addition and subtraction for an elementary student in the context of a beach visit, using numbers up to 50. Avoid unnecessary details. Use plain text only and provide no solution or explanation.","assistant

Problem: 
Tommy has 25 seashells in his bucket. He finds 15 more shells on the beach. How many seashells does Tommy have now?

A) 30
B) 40
C) 45
D) 50",0.9149861335754395,2090.91,2692.0
9,"Prepare one simple question about taking away for an elementary student in the context of a garden, using numbers up to 50. Use one direct question at the end. Return one question only, written as plain text.","assistant

Here's a simple question about taking away for an elementary student in the context of a garden:

What is the number of flowers that can be grown in a garden if you take away 5 rows of 10 flowers each?

Answer: 50",0.8335423469543457,2090.91,2692.0
10,"Create one slightly challenging missing-number equation for a primary school student learning advanced topics in the context of a birthday party, using multiplication. Keep the wording clear and age-appropriate. Give only the question as plain text. Do not include the solution.","assistant

Tommy had 15 balloons for his 6th birthday party. He gave 3 to his friends as gifts. How many balloons did Tommy have left?",0.5699717998504639,2090.91,2692.0
11,"Make a single easy addition question with three addends for a primary school student in the context of a toy store, using numbers up to 20. Avoid unnecessary details. Return only the question in plain text, with no answer or explanation.","assistant

What is 5 + 8 + 12?",0.24901628494262695,2090.91,2692.0
12,"Create one slightly challenging question about the greatest common factor for an upper elementary student in the context of a music class, using numbers below 30. Keep the wording clear and age-appropriate. Return only the question in plain text, with no answer or explanation.","assistant

What is the greatest common factor of 12, 18, 24, and 30?",0.3858153820037842,2090.91,2692.0
13,"Make one easy logic-based elementary math question for a young learner ready for a challenge in the context of a pet shelter, combining addition and multiplication. Make the situation realistic. Return only the question in plain text, with no answer or explanation.","assistant

Tom has 5 boxes of cat food, and each box contains 8 cans of food. How many cans of food does Tom have in total?",0.536963939666748,2090.91,2692.0
14,"Create one easy question with more than one useful piece of information for a young learner ready for a challenge in the context of a fruit shop, without requiring a drawing. Keep the question concise. Return only the question in plain text, with no answer or explanation.","assistant

What is the main ingredient in a typical fruit smoothie, and what is the most common type of fruit used in smoothies?",0.46538567543029785,2090.91,2692.0
15,"Create one moderate question that uses addition followed by subtraction for an upper elementary student in the context of a beach visit, using numbers up to 50. Keep the question concise. Return one question only, written as plain text.","assistant

What is the total number of seashells found on the beach if 15 shells were found on the beach and 8 more were added to the total?",0.5695409774780273,2090.91,2692.0
16,"Make one easy question about reading a written clock time for a primary school student in the context of a pet shelter, using whole hours. Keep the question concise. Return one question only, written as plain text.","assistant

What is the time on the clock in 3 o'clock?",0.2808513641357422,2090.91,2692.0
17,"Make a single simple two-step addition and subtraction word problem for a student learning basic mathematics in the context of a beach visit, with exactly two operations. Keep the question concise. Give only the question as plain text. Do not include the solution.","assistant

Tom and his friend went to the beach and found 15 seashells on the shore. They collected 7 more seashells while they were there. How many seashells did Tom and his friend have in total?",0.7865920066833496,2090.91,2692.0
18,"Create one basic question about an equivalent ratio for an upper elementary student in the context of a sports day, using two types of objects. Use whole numbers only. Return one question only, written as plain text.","assistant

What is the ratio of the number of points scored by the basketball team to the number of points scored by the soccer team in a game?",0.5058562755584717,2090.91,2692.0
19,"Generate a single slightly challenging short multiplication fact problem for a student learning basic mathematics in the context of a farm, using four equal groups. Avoid unnecessary details. Return one question only, written as plain text.","assistant

A farmer has 4 baskets of wheat, and each basket can hold 8 sacks of wheat. How many sacks of wheat does the farmer have in total?",0.57159423828125,2090.91,2692.0
20,"Create a single moderate question about the least common multiple for a young learner ready for a challenge in the context of a beach visit, with an LCM below 60. Make all needed information explicit. Return only the question in plain text, with no answer or explanation.","assistant

What is the least common multiple of 12, 18, and 24 that is less than 60?",0.4280219078063965,2090.91,2692.0
21,"Write a single easy question comparing two quantities for an elementary student in the context of a science fair, with equal values as one possible result. Keep the question concise. Give only the question as plain text. Do not include the solution.","assistant

What is the main difference between the density of a solid and a liquid?",0.3107578754425049,2090.91,2692.0
22,"Write a single slightly challenging question about equal groups for a student learning basic mathematics in the context of a school cafeteria, using facts from 2 to 5. Make the situation realistic. Use plain text only and provide no solution or explanation.","assistant

A group of 15 students are seated at a long table in the cafeteria. 8 students are eating at a table with 2 chairs, 4 students are eating at a table with 3 chairs, and 3 students are eating at a table with 1 chair. How many students are eating at the tables with 1 chair?",1.127582311630249,2090.91,2692.0
